时间,时间维度,南方电网,广东,广西,云南,广州,深圳,海南,贵州,指标单位
2023-07-09,日,207507,124095,31459,31297,19429,16871,6983,18721,MW
2023-07-10,日,225782,139287,32561,31548,21542,20708,6792,19712,MW
2023-07-11,日,227495,139446,32669,32040,21409,20590,6907,20482,MW
2023-07-12,日,228886,140123,32856,32353,21660,20737,7061,20893,MW
2023-07-13,日,228848,139502,32353,32419,21404,20560,7141,21173,MW
2023-07-14,日,230889,142171,33497,32722,21589,20998,7185,19579,MW
2023-07-15,日,222673,139635,32188,30734,21431,20391,7427,19083,MW
2023-07-16,日,207442,127938,31748,32818,19776,16516,7338,19298,MW
2023-07-17,日,211227,126331,29683,33470,19307,18595,5282,20231,MW
2023-07-18,日,204769,124649,25345,33094,18860,18595,5957,19548,MW
2023-07-19,日,210003,125948,27261,32924,19332,18672,6040,19158,MW
2023-07-20,日,214419,130451,28033,32751,19579,19494,6244,19769,MW
2023-07-21,日,218673,133406,30053,32143,20267,19742,6312,19674,MW
2023-07-22,日,213174,128790,31265,31771,19421,18442,6318,20145,MW
2023-07-23,日,208702,121769,31914,32411,18567,16432,6362,20241,MW
2023-07-24,日,224793,137425,33025,32327,20860,20400,6422,20614,MW
2023-07-25,日,227373,139191,33249,32301,21111,20417,6555,20378,MW
2023-07-26,日,234060,143591,33773,32972,22125,21481,6822,20176,MW
2023-07-27,日,232555,144729,34337,33138,22445,22068,7030,20015,MW
2023-07-28,日,229918,141867,33697,32264,22117,21041,7217,19880,MW
2023-07-29,日,215412,132507,32108,31744,20268,18234,7375,19723,MW
2023-07-30,日,200825,120134,30280,31564,18010,15714,7105,19689,MW
2023-07-31,日,214116,129645,29046,31632,19841,19401,6751,19994,MW
2023-08-01,日,211928,127799,27891,32173,19569,19173,6138,19825,MW
2023-08-02,日,216123,132435,28431,32599,20238,19380,5821,18948,MW
2023-08-03,日,221955,137746,29203,32135,21181,20109,5761,19234,MW
2023-08-04,日,223655,139691,28838,31779,21671,20443,6024,19959,MW
2023-08-05,日,214271,133990,27190,31779,20310,19141,6247,19759,MW
2023-08-06,日,203400,125111,27101,31269,19121,16432,6453,19649,MW
2023-08-07,日,220296,137835,26888,31595,20946,19950,6406,20242,MW
2023-08-08,日,220675,137848,27424,31454,20945,20224,6620,20120,MW
2023-08-09,日,223932,139215,28239,31833,20988,20355,6846,20388,MW
2023-08-10,日,222247,137338,28399,32420,20645,19810,7016,20575,MW
2023-08-11,日,214795,127908,27319,32853,19429,18795,7038,21062,MW
2023-08-12,日,207228,122126,28304,32551,18296,17933,6266,20543,MW
2023-08-13,日,198442,112852,28717,32819,17562,15092,6113,20125,MW
2023-08-14,日,216336,130784,27231,33437,20900,18653,6334,20464,MW
2023-08-15,日,218893,132722,27828,33770,20163,19753,6576,20584,MW
2023-08-16,日,225704,136233,29864,33839,20331,20390,6845,21047,MW
2023-08-17,日,224968,135284,30614,34339,19139,20690,7035,21412,MW
2023-08-18,日,221482,131023,29388,34821,19458,19050,7255,21672,MW
2023-08-19,日,213104,126053,27579,33659,19292,18178,7452,20872,MW
2023-08-20,日,199438,113163,27235,34544,17172,15441,6538,20824,MW
2023-08-21,日,220061,132269,28942,34684,20424,19731,6704,20607,MW
2023-08-22,日,222076,133817,29540,33789,20262,19918,6546,21198,MW
2023-08-23,日,224039,135304,28048,33894,20400,20258,6496,20615,MW
2023-08-24,日,217695,131358,27503,33558,19521,19608,6607,19630,MW
2023-08-25,日,216034,131566,27916,33536,19379,19852,6574,19026,MW
2023-08-26,日,207427,123762,28185,32682,17842,18119,6722,18923,MW
2023-08-27,日,199641,115575,27976,33240,17862,16098,6817,18573,MW
2023-08-28,日,215097,132169,24876,33025,20561,19872,7049,18964,MW
2023-08-29,日,206875,126792,22992,33342,18320,19669,6767,18525,MW
2023-08-30,日,200682,120816,24404,33302,17821,18055,6065,18880,MW
2023-08-31,日,201078,120045,25226,33200,18089,17771,6142,19149,MW
2023-09-01,日,193311,111012,26444,34062,16882,16327,6265,19070,MW
2023-09-02,日,183702,100871,24576,33170,15433,13758,6239,19323,MW
2023-09-03,日,191461,110164,22226,33495,16816,15560,5899,19438,MW
2023-09-04,日,210842,128661,24359,33248,19665,19538,6241,19913,MW
2023-09-05,日,211006,125779,25745,34932,19071,18458,6436,19851,MW
2023-09-06,日,212474,126034,26922,34388,18879,18759,6444,20016,MW
2023-09-07,日,208786,122623,26269,34588,17826,17773,6392,20008,MW
2023-09-08,日,200543,115415,25567,34947,16576,16013,6045,20140,MW
2023-09-09,日,194561,110753,25435,34277,16286,15369,5935,20304,MW
2023-09-10,日,183846,99446,24606,33914,14826,13676,5593,20483,MW
2023-09-11,日,201712,116523,24618,34145,17217,17229,5868,20242,MW
2023-09-12,日,202308,119374,24947,33955,17953,17734,5875,19022,MW
2023-09-13,日,203923,121157,23946,33116,18051,18233,6143,19165,MW
2023-09-14,日,203008,119892,23781,34009,17524,17493,6106,19549,MW
2023-09-15,日,201386,119573,24288,34129,17316,18111,6031,19505,MW
2023-09-16,日,197614,112908,25039,34142,16660,16275,5864,19409,MW
2023-09-17,日,191864,106653,24904,34386,16458,14937,5774,19945,MW
2023-09-18,日,213292,125995,25982,34576,19339,18524,6087,20212,MW
2023-09-19,日,215405,128979,26699,33667,19715,18927,6156,20158,MW
2023-09-20,日,219777,131634,27499,33890,20223,19340,6312,20054,MW
2023-09-21,日,223468,135153,28085,34598,20983,19884,6500,18838,MW
2023-09-22,日,218920,133031,28180,33716,20889,19911,6428,18663,MW
2023-09-23,日,216111,130562,27723,34516,19910,18598,6434,18881,MW
2023-09-24,日,209097,123421,28079,33512,19154,17273,5715,19040,MW
2023-09-25,日,223262,135286,28113,34839,20795,19767,5687,19523,MW
2023-09-26,日,219525,134010,27303,34078,20507,19590,5857,19063,MW
2023-09-27,日,217619,132908,27932,34271,20543,19343,5773,19063,MW
2023-09-28,日,210143,126635,26468,34038,19260,18600,5859,18527,MW
2023-09-29,日,178330,104829,24376,32214,15541,14133,5576,17655,MW
2023-09-30,日,177453,96204,26254,32355,14880,12898,5883,17667,MW
2023-10-01,日,173281,93523,26625,31818,14695,12011,5988,17022,MW
2023-10-02,日,178169,95516,26945,31969,14342,12182,6118,17769,MW
2023-10-03,日,189946,105360,27877,32654,15809,13381,6151,17934,MW
2023-10-04,日,206120,118830,28519,33088,17555,15828,6296,18361,MW
2023-10-05,日,205112,120689,28033,33524,17400,16358,6393,18171,MW
2023-10-06,日,199272,115809,26789,33775,16652,15798,6415,18534,MW
2023-10-07,日,193580,111003,25209,34569,15594,15458,6253,18672,MW
2023-10-08,日,181654,99319,24319,34012,14070,13381,6064,19373,MW
2023-10-09,日,188435,104756,24602,34090,14832,14158,5965,19347,MW
2023-10-10,日,188799,105032,24344,34081,14884,14687,5970,19371,MW
2023-10-11,日,189192,106779,24220,33406,15275,14947,5722,19492,MW
2023-10-12,日,191494,109253,24647,33723,15730,15236,5947,19655,MW
2023-10-13,日,193427,110405,24787,34021,15610,15371,5811,19868,MW
2023-10-14,日,189247,106450,24532,33176,15030,14367,5771,19417,MW
2023-10-15,日,180228,96449,24412,33345,14177,13004,5831,19468,MW
2023-10-16,日,193471,110788,25138,33636,15920,15931,5885,19512,MW
2023-10-17,日,192921,109575,25415,33322,15704,15190,5792,19426,MW
2023-10-18,日,192023,108295,25506,33853,15537,14874,5714,19530,MW
2023-10-19,日,194383,110271,25047,34192,15907,15353,5863,19826,MW
2023-10-20,日,191635,110672,24337,34341,15605,15668,5733,20346,MW
2023-10-21,日,183005,98683,24381,34320,13565,12926,5601,19993,MW
2023-10-22,日,173546,90817,24092,34177,12953,11992,5515,19536,MW
2023-10-23,日,191198,107129,24210,34441,15126,15187,5625,19485,MW
2023-10-24,日,198155,111653,25234,34516,16091,16027,5731,20072,MW
2023-10-25,日,202191,115303,25952,34699,16837,16507,5864,19826,MW
2023-10-26,日,199397,115558,25913,34244,16991,16318,5871,20006,MW
2023-10-27,日,199293,114922,25256,34809,16736,16536,5883,20342,MW
2023-10-28,日,191826,107710,25255,34458,15393,14842,5807,20236,MW
2023-10-29,日,178235,95543,23892,34333,13948,12746,5765,20283,MW
2023-10-30,日,193480,109503,24972,34573,15701,15620,5862,20449,MW
2023-10-31,日,190614,107359,24505,34480,15460,15293,5859,20227,MW
2023-11-01,日,190077,106342,24773,33888,15360,15492,5888,19838,MW
2023-11-02,日,194453,110420,24963,34245,15822,15615,5950,19940,MW
2023-11-03,日,196248,112799,25286,34155,16174,15901,5979,20037,MW
2023-11-04,日,191121,109022,25058,34072,15562,14765,6061,19190,MW
2023-11-05,日,183819,99614,25116,33714,14777,13273,6060,19942,MW
2023-11-06,日,195393,114138,24449,33517,16379,16545,6185,20037,MW
2023-11-07,日,193302,110399,24559,32973,15713,15280,6083,20046,MW
2023-11-08,日,192545,110509,25008,32857,15688,15306,6106,20090,MW
2023-11-09,日,195669,112998,25232,32656,16287,15655,6271,19591,MW
2023-11-10,日,198406,116054,25779,32967,16725,16394,6291,19960,MW
2023-11-11,日,188470,107664,25819,32740,14688,14417,6257,20376,MW
2023-11-12,日,175987,92592,24340,32509,13131,12126,5872,21934,MW
2023-11-13,日,190187,103740,25563,33142,14302,13703,5781,22820,MW
2023-11-14,日,189822,103510,25682,32459,14266,13636,5733,23071,MW
2023-11-15,日,190258,103534,25684,32620,14276,13926,5868,22943,MW
2023-11-16,日,190443,103165,25248,33659,14191,13526,5727,22795,MW
2023-11-17,日,188834,102505,25073,34160,14085,13284,5596,22467,MW
2023-11-18,日,184256,98088,24966,33833,13512,12420,5594,22422,MW
2023-11-19,日,174319,90111,24922,32838,12716,11331,5618,21719,MW
2023-11-20,日,187408,103391,24944,32823,14382,13502,5725,21348,MW
2023-11-21,日,187703,103937,25160,32430,14355,13702,5878,21003,MW
2023-11-22,日,188123,104704,25082,32201,14425,13836,5937,21481,MW
2023-11-23,日,191108,105406,25201,32481,14502,13991,5957,21823,MW
2023-11-24,日,189625,104508,25016,32604,14347,13767,5892,21476,MW
2023-11-25,日,183047,100057,24863,32430,13576,12811,5890,21099,MW
2023-11-26,日,175319,91646,24708,32126,12997,11528,5872,21634,MW
2023-11-27,日,188100,104852,25324,32282,14536,13856,5837,21268,MW
2023-11-28,日,187271,104233,25010,32008,14396,13828,5879,21123,MW
2023-11-29,日,189660,103993,25400,32757,14365,13822,6023,21571,MW
2023-11-30,日,189090,102806,25136,32737,14171,13789,6047,23116,MW
2023-12-01,日,185958,99899,25564,32266,14083,13297,5838,23581,MW
2023-12-02,日,183740,97233,25542,31815,13317,12407,5810,23710,MW
2023-12-03,日,179082,90462,25742,32446,12730,11218,5874,24096,MW
2023-12-04,日,192225,104531,26225,31965,14335,13605,5977,23882,MW
2023-12-05,日,194339,105230,26340,32934,14667,13713,6048,23792,MW
2023-12-06,日,192769,104473,25774,33673,14394,13518,6009,23261,MW
2023-12-07,日,192577,105030,25505,34143,14378,13498,5958,22655,MW
2023-12-08,日,190211,104316,25449,32338,14361,13498,5990,22706,MW
2023-12-09,日,184894,101510,25293,31173,14010,13085,5978,21752,MW
2023-12-10,日,176768,93517,24963,31559,13541,11958,6050,20903,MW
2023-12-11,日,194495,108691,25684,32144,15309,14583,6270,21728,MW
2023-12-12,日,193882,106689,25979,32511,14790,14351,6225,22844,MW
2023-12-13,日,191841,106167,26048,32051,14508,14003,6298,21780,MW
2023-12-14,日,192323,108296,25781,31680,14952,14294,6311,21029,MW
2023-12-15,日,195446,108771,25960,32073,15197,14728,6332,22241,MW
2023-12-16,日,189286,100073,27345,32628,13791,12505,6057,24755,MW
2023-12-17,日,188246,96691,29066,32495,14088,11767,6009,26110,MW
2023-12-18,日,205013,109407,30323,32939,15750,13594,6152,27049,MW
2023-12-19,日,208161,112173,30585,33380,16340,13888,6186,27032,MW
2023-12-20,日,209188,113770,29644,34391,16588,14204,6157,26514,MW
2023-12-21,日,215756,118094,30657,34377,17518,15039,6266,27101,MW
2023-12-22,日,208509,112817,29664,35538,16691,14780,6360,26457,MW
2023-12-23,日,209167,113913,29907,34898,16358,14345,6390,26122,MW
2023-12-24,日,199083,103765,29168,35732,15370,12833,6318,26151,MW
2023-12-25,日,208261,113129,29153,35533,16078,14237,6268,25551,MW
2023-12-26,日,205109,111372,28567,34702,15560,13974,6211,25318,MW
2023-12-27,日,198553,108869,27480,33065,15005,13668,6176,24047,MW
2023-12-28,日,194889,107208,26807,33298,14612,13448,6129,23702,MW
2023-12-29,日,192466,103922,26361,33497,14121,13061,6134,24842,MW
2023-12-30,日,182622,97271,25709,32868,13353,11834,6122,23407,MW
2023-12-31,日,167074,84304,24508,32002,12133,10284,5947,22224,MW
2024-01-01,日,156906,75588,23453,31094,11584,9559,5840,22980,MW
2024-01-02,日,188624,102780,25458,31674,14059,13194,6112,24468,MW
2024-01-03,日,192523,105350,25701,33188,14509,13307,6108,24440,MW
2024-01-04,日,193124,106691,26074,32116,14691,13277,6083,24382,MW
2024-01-05,日,193636,106208,26023,32179,14419,13295,6090,24424,MW
2024-01-06,日,189361,102468,25816,32144,13926,12705,6133,23706,MW
2024-01-07,日,180931,94739,25413,31802,13337,11608,6025,24540,MW
2024-01-08,日,192835,105814,25959,32117,14637,13343,6135,24795,MW
2024-01-09,日,194780,107005,26330,32274,14664,13521,6187,24450,MW
2024-01-10,日,192889,105977,26014,32347,14625,13392,6259,24318,MW
2024-01-11,日,194800,106242,26629,32311,14609,13369,6250,24756,MW
2024-01-12,日,194092,105835,26533,32296,14348,13339,6158,24443,MW
2024-01-13,日,186369,102160,26102,31453,13774,12528,6159,23364,MW
2024-01-14,日,178948,94423,25545,32044,13041,11523,6079,22499,MW
2024-01-15,日,190078,105072,25608,32242,14485,13350,6126,22430,MW
2024-01-16,日,189788,105643,25407,31693,14409,13301,6146,22366,MW
2024-01-17,日,189238,105968,25396,31836,14615,13277,6150,22922,MW
2024-01-18,日,190517,106096,25964,31688,14628,13693,6137,22444,MW
2024-01-19,日,192803,105810,26132,32319,14430,13598,6110,23773,MW
2024-01-20,日,189757,101657,27179,32183,13519,12823,6117,24138,MW
2024-01-21,日,185850,94890,28314,32848,13051,11619,6084,25575,MW
2024-01-22,日,206883,109011,31318,34209,15550,13529,6236,27602,MW
2024-01-23,日,215384,115003,32986,33727,16707,14591,6313,28263,MW
2024-01-24,日,216958,116027,33443,34268,17370,14961,6462,28445,MW
2024-01-25,日,212580,111825,32653,35243,16402,14117,6531,28432,MW
2024-01-26,日,206713,108080,32609,33860,15814,13608,6316,28205,MW
2024-01-27,日,201395,104460,31719,33320,15568,12944,6261,26583,MW
2024-01-28,日,195117,98735,31664,33117,14918,12342,6331,26530,MW
2024-01-29,日,194486,100146,31830,32535,14498,12825,6234,26725,MW
2024-01-30,日,182988,93248,29646,31235,13686,12242,6107,25133,MW
2024-01-31,日,174217,87387,28389,31048,13010,11776,6029,23682,MW
2024-02-01,日,167707,82695,26665,30499,12715,11235,5926,23726,MW
2024-02-02,日,159869,77166,25488,30079,11858,10439,5907,23658,MW
2024-02-03,日,156432,71663,25507,30385,10956,9410,5882,24623,MW
2024-02-04,日,153974,68775,26200,30098,10757,8929,5896,24464,MW
2024-02-05,日,152275,65882,27121,29527,10203,8366,5899,24975,MW
2024-02-06,日,148922,62581,27692,29110,9762,7745,5844,25349,MW
2024-02-07,日,149215,63134,27970,29205,9851,7214,5752,25267,MW
2024-02-08,日,147689,63132,27184,28667,9569,6837,5742,25189,MW
2024-02-09,日,136948,58675,25157,29786,8648,6078,5578,24951,MW
2024-02-10,日,123522,53069,22034,26659,7935,5809,5381,20261,MW
2024-02-11,日,121530,51398,21597,26812,7559,5785,5318,18965,MW
2024-02-12,日,120951,51211,20931,26635,7458,5794,5352,17947,MW
2024-02-13,日,121717,52332,21018,26269,7708,6124,5442,17539,MW
2024-02-14,日,124331,53576,21244,26734,7990,6407,5486,17563,MW
2024-02-15,日,130202,56382,21970,27717,8521,6961,5585,19593,MW
2024-02-16,日,134594,59303,22404,28529,8917,7519,5643,19821,MW
2024-02-17,日,138695,64083,22715,28889,9877,8467,5711,18607,MW
2024-02-18,日,146881,70905,23053,29620,10953,9888,5834,18327,MW
2024-02-19,日,154118,79329,23065,29098,12118,11225,5960,18084,MW
2024-02-20,日,159537,84989,23269,28933,12764,12160,6078,18042,MW
2024-02-21,日,167234,89095,23858,29246,13227,12743,6158,20535,MW
2024-02-22,日,175895,91795,25809,30216,12943,13036,6242,23544,MW
2024-02-23,日,178784,92129,28230,30254,12985,12169,5976,25438,MW
2024-02-24,日,171076,85320,28681,30112,12135,10992,5607,25352,MW
2024-02-25,日,181015,90346,29875,30533,13523,11262,5809,25949,MW
2024-02-26,日,192521,100513,30754,31046,14871,12733,5902,26696,MW
2024-02-27,日,194295,103151,31012,30854,15229,13135,5817,26132,MW
2024-02-28,日,195591,103733,31014,31176,15070,13054,5918,25966,MW
2024-02-29,日,196679,105560,30359,31368,15835,13218,5974,26196,MW
2024-03-01,日,201446,108650,29966,31300,16108,13713,5973,26092,MW
2024-03-02,日,196132,106036,28816,31022,15268,13274,5967,24876,MW
2024-03-03,日,188411,97990,28932,30839,14641,11812,6017,24330,MW
2024-03-04,日,196113,108833,27254,30493,16039,13756,6211,23025,MW
2024-03-05,日,198060,111048,26683,30504,16141,14505,6348,22712,MW
2024-03-06,日,192241,106695,26206,30587,14933,13974,6255,23004,MW
2024-03-07,日,193443,107125,26041,30848,14715,13480,5996,23368,MW
2024-03-08,日,188407,103745,25965,30424,14147,13255,5875,22780,MW
2024-03-09,日,190283,103610,27004,31035,14197,12700,5952,23220,MW
2024-03-10,日,184505,97013,27109,31180,14141,11890,5939,23168,MW
2024-03-11,日,191653,107629,26081,30704,15024,13662,5862,21524,MW
2024-03-12,日,189501,106354,25656,30698,14701,13532,5802,21348,MW
2024-03-13,日,192290,106635,26305,31840,14857,13608,5881,22048,MW
2024-03-14,日,192994,107674,26495,31027,14931,13677,5931,21626,MW
2024-03-15,日,189903,106660,25970,30824,14576,13620,6058,21407,MW
2024-03-16,日,185141,103284,25666,30602,14190,13055,6129,20873,MW
2024-03-17,日,176950,95660,25462,30521,13698,12067,6133,20943,MW
2024-03-18,日,191564,108619,25980,30685,15333,13982,6207,21390,MW
2024-03-19,日,189129,106893,25551,31019,14726,13677,5855,21576,MW
2024-03-20,日,188650,106191,25925,31103,14573,13734,5746,21229,MW
2024-03-21,日,186677,106472,25247,30439,14672,13618,5832,20129,MW
2024-03-22,日,187575,107659,25171,30938,14652,14103,6032,19763,MW
2024-03-23,日,186351,106051,25275,30569,14444,13728,6258,19036,MW
2024-03-24,日,178647,99064,25231,30834,14294,12792,6203,19141,MW
2024-03-25,日,194563,114010,26072,30560,16126,15507,6327,18986,MW
2024-03-26,日,195386,114885,25414,30842,16318,15912,6267,19163,MW
2024-03-27,日,191712,112071,25413,30677,15759,14899,6189,19186,MW
2024-03-28,日,194159,114200,25478,30886,16010,15320,6307,19284,MW
2024-03-29,日,191644,113778,25343,30305,15951,15490,5917,19148,MW
2024-03-30,日,187627,109615,25585,30238,15209,14643,6186,18565,MW
2024-03-31,日,182106,103364,25738,30324,15263,13782,6393,19030,MW
2024-04-01,日,195626,116583,26293,30217,16669,16202,6653,18562,MW
2024-04-02,日,198024,117718,26768,30713,16678,16353,6629,18700,MW
2024-04-03,日,189015,111938,26618,30907,15789,16005,6511,18474,MW
2024-04-04,日,161878,90310,23887,29867,13288,12398,6457,17425,MW
2024-04-05,日,175307,98208,23085,30573,13401,12954,6296,18428,MW
2024-04-06,日,181484,102403,24399,30674,14161,13356,6404,19321,MW
2024-04-07,日,186564,105392,24906,31100,14618,14747,6445,19794,MW
2024-04-08,日,190886,110069,25186,30986,15019,15468,6303,19592,MW
2024-04-09,日,189010,108799,25313,30818,15122,14345,5949,19504,MW
2024-04-10,日,191223,110212,25194,31033,15430,14781,6122,19546,MW
2024-04-11,日,193629,113670,24309,31434,16184,15459,6218,19290,MW
2024-04-12,日,196911,116002,25356,31580,16447,16099,6336,19196,MW
2024-04-13,日,194863,113957,25518,31576,16173,15331,6383,18588,MW
2024-04-14,日,188198,106849,26366,31126,15797,14372,6492,18877,MW
2024-04-15,日,205168,123799,26779,30991,18169,17405,6637,18862,MW
2024-04-16,日,206658,124932,26814,31414,18380,17760,6640,18143,MW
2024-04-17,日,207189,125981,26614,31787,18474,18211,6686,18161,MW
2024-04-18,日,200384,121002,25705,31650,17509,18118,6698,18179,MW
2024-04-19,日,201527,118690,27099,31654,16989,17020,6802,18549,MW
2024-04-20,日,191602,115043,25761,31870,15767,15981,6899,17433,MW
2024-04-21,日,177890,98209,24423,31451,14263,12865,6962,17103,MW
2024-04-22,日,196364,114385,25677,32434,16447,15789,6687,18527,MW
2024-04-23,日,195555,115147,25378,31483,16718,15712,6645,18314,MW
2024-04-24,日,197993,117271,25698,31064,17010,16381,6807,18401,MW
2024-04-25,日,199603,117353,26565,31100,17091,16170,7006,18274,MW
2024-04-26,日,203122,119853,27482,31508,17623,16637,7166,17432,MW
2024-04-27,日,199151,116744,27372,31413,16450,16541,7505,17771,MW
2024-04-28,日,193297,109377,28020,31723,15607,15240,7721,17005,MW
2024-04-29,日,205985,121835,28476,31411,17333,17187,7724,17264,MW
2024-05-01,日,159427,86720,23155,31050,11673,12008,7995,16907,MW
2024-05-02,日,162756,87364,22922,31206,12159,11567,6611,17045,MW
2024-05-03,日,173912,97267,23601,31348,13306,12458,5886,17475,MW
2024-05-04,日,180926,101364,24400,31575,13971,12906,6067,17796,MW
2024-05-05,日,186851,104967,24855,32651,14905,14037,6439,18420,MW
2024-05-14,日,198759,118159,26241,31654,17353,16421,6194,17750,MW
2024-05-15,日,198120,118179,25637,32160,17554,16643,6152,18173,MW
2024-05-16,日,197581,117181,26105,31765,17121,16336,6031,17664,MW
2024-05-17,日,197141,117161,25684,31693,16814,16400,6109,18044,MW
2024-05-18,日,189570,110059,24677,31687,15099,15186,6333,18034,MW
2024-05-19,日,179190,98259,24104,31635,13942,13282,6483,17747,MW
